Year of birth (E.g. 1990),Gender,Which state are you currently residing in?,"What is your current occupation (if you are studying currently, please write 'student')",What is your mother tongue?,"List 2-3 languages in which you are most comfortable to read, starting from your most comfortable language.","Which state of India have you lived in for the maximum number of years? Mention the state and the number of years. (E.g. Delhi, 10 years)",How often do you read content written in Hindi?,"If you read content written in Hindi, what kind of content do you read?",How many years did you study Hindi as part of the school curriculum?,"If you studied Hindi as part of the school curriculum, which board/s was/were your school/s affiliated with?","If you studied Hindi as part of the school curriculum, mention the state/s in which you were residing at the time of studying, and also the number of years spent in the state/s. (E.g. Delhi, 10 years)",How many years did you study Hindi as part of the college curriculum?,Have you pursued/Are you pursuing higher education in Hindi?,"If Yes, please specify the degree/name of the programme.",Have you completed any certification course in Hindi?," If yes, please mention the name of the course and the duration.",Consider the following sentence:<br>दरअसल बाजार में दिन पर दिन स्पर्धा कड़ी होती जा रही है।<br><br>Select the sentence that is most similar to the above sentence:Consider the following sentence:<br>दरअसल बाजार में दिन पर दिन स्पर्धा कड़ी होती जा रही है।<br><br>Select the sentence that is most similar to the above sentence:Consider the following sentence:<br>दरअसल बाजार में दिन पर दिन स्पर्धा कड़ी होती जा रही है।<br><br>Select the sentence that is most similar to the above sentence:Consider the following sentence:<br>दरअसल बाजार में दिन पर दिन स्पर्धा कड़ी होती जा रही है।<br><br>Select the sentence that is most similar to the above sentence:,Select the closest meaning of दुष्कर:Select the closest meaning of दुष्कर:Select the closest meaning of दुष्कर:Select the closest meaning of दुष्कर:,,"Now that you have read the sentence, please select the closest meaning of दुष्कर again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of दुष्कर again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of दुष्कर again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of दुष्कर again. You may select the same answer.",Select the closest meaning of उत्पाद:Select the closest meaning of उत्पाद:Select the closest meaning of उत्पाद:Select the closest meaning of उत्पाद:,,"Now that you have read the sentence, please select the closest meaning of उत्पाद again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of उत्पाद again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of उत्पाद again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of उत्पाद again. You may select the same answer.",,,Select the closest meaning of संचालित:Select the closest meaning of संचालित:Select the closest meaning of संचालित:Select the closest meaning of संचालित:,,"Now that you have read the sentence, please select the closest meaning of संचालित again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of संचालित again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of संचालित again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of संचालित again. You may select the same answer.",Select the closest meaning of घसीटना:Select the closest meaning of घसीटना:Select the closest meaning of घसीटना:Select the closest meaning of घसीटना:,,"Now that you have read the sentence, please select the closest meaning of घसीटना again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of घसीटना again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of घसीटना again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of घसीटना again. You may select the same answer.",,,पुरखिन is closely associated with which of the following words?पुरखिन is closely associated with which of the following words?पुरखिन is closely associated with which of the following words?पुरखिन is closely associated with which of the following words?,Read the following sentence: <br>वैसे सुधा अपने घर की पुरखिन थी।  <br>पुरखिन is closely associated with which of the following words? You may select the same answer.Read the following sentence: <br>वैसे सुधा अपने घर की पुरखिन थी।  <br>पुरखिन is closely associated with which of the following words? You may select the same answer.Read the following sentence: <br>वैसे सुधा अपने घर की पुरखिन थी।  <br>पुरखिन is closely associated with which of the following words? You may select the same answer.Read the following sentence: <br>वैसे सुधा अपने घर की पुरखिन थी।  <br>पुरखिन is closely associated with which of the following words? You may select the same answer.,,,Select the closest meaning of भौंचक्का :Select the closest meaning of भौंचक्का :Select the closest meaning of भौंचक्का :Select the closest meaning of भौंचक्का :,,,"Now that you have read the sentence, please select the closest meaning of भौंचक्का again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of भौंचक्का again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of भौंचक्का again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of भौंचक्का again. You may select the same answer.",Select the closest meaning of बेधड़क :Select the closest meaning of बेधड़क :Select the closest meaning of बेधड़क :Select the closest meaning of बेधड़क :,,"Now that you have read the sentence, please select the closest meaning of बेधड़क again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of बेधड़क again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of बेधड़क again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of बेधड़क again. You may select the same answer.",Select the closest meaning of सर्वोत्कृष्ट :Select the closest meaning of सर्वोत्कृष्ट :Select the closest meaning of सर्वोत्कृष्ट :Select the closest meaning of सर्वोत्कृष्ट :,,"Now that you have read the sentence, please select the closest meaning of सर्वोत्कृष्ट again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of सर्वोत्कृष्ट again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of सर्वोत्कृष्ट again. You may select the same answer.Now that you have read the sentence, please select the closest meaning of सर्वोत्कृष्ट again. You may select the same answer.",,,,,,,,
1999,Male,Maharashtra,student,Hindi,"Punjabi, Hindi, English","U.P, 15 years",I do not read content written in Hindi unless there is no alternative,News,12,CBSE,"U.P, 12years",0,No,,No,,वास्तव में बाजार में प्रतियोगिता सख़्त होती जा रही है।,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),विपणन,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),है,विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),है,है,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),है,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),है,खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),है,है,पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor),पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor),है,है,hairan (surprised),है,है,hairan (surprised),nidar (fearless),है,nidar (fearless),sabse kathin (most difficult),है,sabse kathin (most difficult),,है,है,है,है,है,है,है
1994,Female,Maharashtra,Student,Hindi,"hindi ,english","maharashtra,24 years",Rarely,Others,12,State Board,"maharashtra,10",2,No,,Yes,hindi rashtra bhasha certification,वास्तव में बाजार में प्रतियोगिता सख़्त होती जा रही है।,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),"विपणन,विक्रयविपणन,विक्रयविपणन,विक्रयविपणन,विक्रय",कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),no,विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),वर्चस्व,no,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),no,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),no,खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),no,,पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor),पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor),none,none,hairan (surprised),,none,hairan (surprised),nidar (fearless),none,nidar (fearless),sabse achcha (best),none,sabse achcha (best),none,none,none,none,none,none,none,none
1988,Female,Maharashtra,service-IT,Hindi,"Hindi,English,Marathi,Bengali","Pune, 10 years",Weekly,Others,12,CBSE,"Patna, 3years &amp; Kolkata, 9 years",0,No,NA,No,NA,वास्तव में बाजार में प्रतियोगिता सख़्त होती जा रही है।,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),विक्रय,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),"वैकल्पिक, विकल्पवैकल्पिक, विकल्पवैकल्पिक, विकल्पवैकल्पिक, विकल्प",विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),"आकलन,संयोजन,वर्चस्वआकलन,संयोजन,वर्चस्वआकलन,संयोजन,वर्चस्वआकलन,संयोजन,वर्चस्व",NA,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),NA,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),दार्शनिक-भावदार्शनिक-भावदार्शनिक-भावदार्शनिक-भाव,खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),NA,अनियमितता,प्राचीन (ancient)प्राचीन (ancient)प्राचीन (ancient)प्राचीन (ancient),पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor),उन्मुक्त,"गेसू ,मालिन,गिलटगेसू ,मालिन,गिलटगेसू ,मालिन,गिलटगेसू ,मालिन,गिलट",hairan (surprised),,NA,hairan (surprised),nidar (fearless),NA,nidar (fearless),sabse achcha (best),"सर्वोत्कृष्ट,वल्लरियोंसर्वोत्कृष्ट,वल्लरियोंसर्वोत्कृष्ट,वल्लरियोंसर्वोत्कृष्ट,वल्लरियों",sabse achcha (best),"पद्मिनी,किलोलपद्मिनी,किलोलपद्मिनी,किलोलपद्मिनी,किलोल","अंधड़,ब्यौंड़ेअंधड़,ब्यौंड़ेअंधड़,ब्यौंड़ेअंधड़,ब्यौंड़े",पसोपेश,ऐंठनों,"काकली,प्रतिध्वनित,नितान्तकाकली,प्रतिध्वनित,नितान्तकाकली,प्रतिध्वनित,नितान्तकाकली,प्रतिध्वनित,नितान्त",NA,अनुयायी,"स्मृतियाँ, बिसातीस्मृतियाँ, बिसातीस्मृतियाँ, बिसातीस्मृतियाँ, बिसाती"
1999,Female,Pune,Student,Hindi,English Hindi,Allahabad 18 years,I do not read content written in Hindi unless there is no alternative,Poems,12,ICSE,Allahabad 12 years,0,No,,No,,अजकल बाजार में प्रतियोगिता कमज़ोर होती जा रही है।,असंभव (impossible)असंभव (impossible)असंभव (impossible)असंभव (impossible),विक्रय,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),वैकल्पिक,विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),"वर्चस्व,अंकलेश्वरवर्चस्व,अंकलेश्वरवर्चस्व,अंकलेश्वरवर्चस्व,अंकलेश्वर",अंकलेश्वर,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),"अद्वितीय,उपलब्धिअद्वितीय,उपलब्धिअद्वितीय,उपलब्धिअद्वितीय,उपलब्धि",चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),दार्शनिक,खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),फौजदारी,च्छन्द खुलाव,पुराणी (old)पुराणी (old)पुराणी (old)पुराणी (old),पुराणी (old)पुराणी (old)पुराणी (old)पुराणी (old),मातृत्व,महाभिनिष्क्रमण,hairan (surprised),महाभिनिष्क्रमण,भौंचक्का-भौंचक्का-भौंचक्का-भौंचक्का-,hairan (surprised),nirday (cruel),भभूत,nidar (fearless),sabse achcha (best),"व्याकुल ,सर्वोत्कृष्टव्याकुल ,सर्वोत्कृष्टव्याकुल ,सर्वोत्कृष्टव्याकुल ,सर्वोत्कृष्ट",sabse achcha (best),पद्मिनी,"खिड़की,  ब्यौंड़ेखिड़की,  ब्यौंड़ेखिड़की,  ब्यौंड़ेखिड़की,  ब्यौंड़े","जग्गन ,मँडरातेजग्गन ,मँडरातेजग्गन ,मँडरातेजग्गन ,मँडराते",बँधतीं,प्रतिध्वनित,किवाड़,"विश्वासपात्र,विश्वासपात्रविश्वासपात्र,विश्वासपात्रविश्वासपात्र,विश्वासपात्रविश्वासपात्र,विश्वासपात्र",स्मृतियाँ
1996,Male,Maharashtra,Student,Hindi,"Hindi,english",Rajasthan,Once or twice a month,News,12,CBSE,Rajasthan 10 years,0,No,,No,,वास्तव में बाजार में प्रतियोगिता सख़्त होती जा रही है।,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),NA,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),Na,विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),प्रशिक्षार्थियों,समानान्तर,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),Na,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),Na,खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),Na,अनियमितता,पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor),पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor),मातृत्व,महाभिनिष्क्रमण,hairan (surprised),,Na,hairan (surprised),nidar (fearless),अब,nidar (fearless),sabse aasan (easiest),सर्वोत्कृष्ट,sabse aasan (easiest),पद्मिनी,ब्यौंड़े,Na,ऐंठनें,प्रतिध्वनित,Na,सत्ताच्युत,Na
1996,Male,Maharashtra,student,Hindi,"English, Hindi, Nepali","Rajasthan, 15",Rarely,"News
OthersNews
OthersNews
OthersNews
Others",10,CBSE,"Delhi, 2",0,No,,No,,अजकल बाजार में प्रतियोगिता सख़्त होती जा रही है।,असंभव (impossible)असंभव (impossible)असंभव (impossible)असंभव (impossible),उत्पादन उत्पादन,असंभव (impossible)असंभव (impossible)असंभव (impossible)असंभव (impossible),विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),Nil,विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),हहराता,Nil,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),Nil,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),चायखाने,खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),कौड़ियों,अनियमितता,पुराणी (old)पुराणी (old)पुराणी (old)पुराणी (old),पुराणी (old)पुराणी (old)पुराणी (old)पुराणी (old),इक्नॉमिक्स,सुकुमार,hairan (surprised),,Nil,hairan (surprised),nidar (fearless),भभूत,nidar (fearless),sabse achcha (best),व्याकुल,sabse achcha (best),किलोल,सिटकनी छिटक,इर्द-गिर्दइर्द-गिर्दइर्द-गिर्दइर्द-गिर्द,तरतीबी,डूबी-डूबीडूबी-डूबीडूबी-डूबीडूबी-डूबी,चारपाइयों,विश्वासपात्र,बिसाती
1998,Female,Maharashtra,student,Hindi,"Hindi,English,Bengali","West Bengal,18 years",Daily,"Magazines
News
Poems
TextbooksMagazines
News
Poems
TextbooksMagazines
News
Poems
TextbooksMagazines
News
Poems
Textbooks",12,State Board,"West Bengal,18 years",0,No,,No,,अजकल बाजार में प्रतियोगिता सख़्त होती जा रही है।,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),"उत्पादन,विपणन,दुष्करउत्पादन,विपणन,दुष्करउत्पादन,विपणन,दुष्करउत्पादन,विपणन,दुष्कर",कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),"वैकल्पिक,उपभोक्तावैकल्पिक,उपभोक्तावैकल्पिक,उपभोक्तावैकल्पिक,उपभोक्ता",विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),"प्रशिक्षार्थियों,वर्चस्व,प्रशिक्षार्थियों,वर्चस्व,प्रशिक्षार्थियों,वर्चस्व,प्रशिक्षार्थियों,वर्चस्व,",समानान्तर,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),अद्वितीय,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),दार्शनिक,खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),"मछुआरे, ठेकेदारोंमछुआरे, ठेकेदारोंमछुआरे, ठेकेदारोंमछुआरे, ठेकेदारों","स्वच्छन्द,अनियमिततास्वच्छन्द,अनियमिततास्वच्छन्द,अनियमिततास्वच्छन्द,अनियमितता",पुराणी (old)पुराणी (old)पुराणी (old)पुराणी (old),पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor),"इक्नॉमिक्स, इंजीनियरिंग,मातृत्व,स्वास्थ्य , उन्मुक्तइक्नॉमिक्स, इंजीनियरिंग,मातृत्व,स्वास्थ्य , उन्मुक्तइक्नॉमिक्स, इंजीनियरिंग,मातृत्व,स्वास्थ्य , उन्मुक्तइक्नॉमिक्स, इंजीनियरिंग,मातृत्व,स्वास्थ्य , उन्मुक्त","महाभिनिष्क्रमण,अभिन्न,वार्ता ,उपन्यासों ,महाभिनिष्क्रमण,अभिन्न,वार्ता ,उपन्यासों ,महाभिनिष्क्रमण,अभिन्न,वार्ता ,उपन्यासों ,महाभिनिष्क्रमण,अभिन्न,वार्ता ,उपन्यासों ,",charkha (spinning wheel),"तुनक,भौंचक्कातुनक,भौंचक्कातुनक,भौंचक्कातुनक,भौंचक्का","तुनक,भौंचक्कातुनक,भौंचक्कातुनक,भौंचक्कातुनक,भौंचक्का",hairan (surprised),nidar (fearless),"खूँखार,खूँखार,खूँखार,खूँखार,",nidar (fearless),sabse achcha (best),"व्याकुल,व्याकुल, वल्लरियोंव्याकुल,व्याकुल, वल्लरियोंव्याकुल,व्याकुल, वल्लरियोंव्याकुल,व्याकुल, वल्लरियों",sabse achcha (best),"पद्मिनी ,जलाश्यपद्मिनी ,जलाश्यपद्मिनी ,जलाश्यपद्मिनी ,जलाश्य","ब्यौंड़े,ब्यौंड़े,ब्यौंड़े,ब्यौंड़े,","जग्गन,एहतियातजग्गन,एहतियातजग्गन,एहतियातजग्गन,एहतियात",ऐंठनें,"कुंभलगढ़, तेन्दुए,प्रतिध्वनितकुंभलगढ़, तेन्दुए,प्रतिध्वनितकुंभलगढ़, तेन्दुए,प्रतिध्वनितकुंभलगढ़, तेन्दुए,प्रतिध्वनित",सार्वजनिक,"विश्वासपात्र,कार्यालय ,अनुशासनात्मक,सत्ताच्युतविश्वासपात्र,कार्यालय ,अनुशासनात्मक,सत्ताच्युतविश्वासपात्र,कार्यालय ,अनुशासनात्मक,सत्ताच्युतविश्वासपात्र,कार्यालय ,अनुशासनात्मक,सत्ताच्युत",स्मृतियाँ
1997,Male,"Maharashtra , pune",Student,Urdu,"Hindi, English , Arabic, Urdu","Chhattisgarh, Raipur , 18years",Weekly,"News
Official documentsNews
Official documentsNews
Official documentsNews
Official documents",12,CBSE,"Raipur ,12years",0,No,,No,,वास्तव में बाजार में प्रतियोगिता सख़्त होती जा रही है।,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),विक्रय,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),Nothing,विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),"आकलन और संयोजन , वर्चस्वआकलन और संयोजन , वर्चस्वआकलन और संयोजन , वर्चस्वआकलन और संयोजन , वर्चस्व",Nothing,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),Nothing,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),Nothing,खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),Nothing,"स्वच्छन्द खुलाव,स्वच्छन्द खुलाव,स्वच्छन्द खुलाव,स्वच्छन्द खुलाव,",पुराणी (old)पुराणी (old)पुराणी (old)पुराणी (old),पुराणी (old)पुराणी (old)पुराणी (old)पुराणी (old),Nothing,"महाभिनिष्क्रमण, सुकुमारमहाभिनिष्क्रमण, सुकुमारमहाभिनिष्क्रमण, सुकुमारमहाभिनिष्क्रमण, सुकुमार",hairan (surprised),,Nothing,hairan (surprised),nidar (fearless),भभूत,nidar (fearless),sabse achcha (best),Nothing,sabse achcha (best),Nothing,Nothing,Nothing,Nothing,प्रतिध्वनित,Nothing,Nothing,"बाल-स्मृतियाँ,बाल-स्मृतियाँ,बाल-स्मृतियाँ,बाल-स्मृतियाँ,"
1997,Male,Maharashtra,student,Hindi,"English,Hindi","Uttar Pradesh,18 years",Rarely,"News
Official documentsNews
Official documentsNews
Official documentsNews
Official documents",12,CBSE,"Uttar Pradesh,18 years",0,No,Bachelor of Computer Application,No,,अजकल बाजार में प्रतियोगिता सख़्त होती जा रही है।,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),none,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),none,विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),none,none,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),none,बनाया हुआ (created)बनाया हुआ (created)बनाया हुआ (created)बनाया हुआ (created),खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),none,खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),none,none,प्राचीन (ancient)प्राचीन (ancient)प्राचीन (ancient)प्राचीन (ancient),पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor)पूर्वज (ancestor),उम्र,none,hairan (surprised),none,none,hairan (surprised),nidar (fearless),none,nidar (fearless),sabse achcha (best),निर्माण,sabse achcha (best),none,मूसलाधार,व्यस्तताएँ,रस्सियों,none,none,none,none
1993,Male,Maharashtra,Student,Hindi,"Hindi, English","Madhya pradesh, 20 years",Daily,"Non-fictional books
News
Official documents
OthersNon-fictional books
News
Official documents
OthersNon-fictional books
News
Official documents
OthersNon-fictional books
News
Official documents
Others",12,State Board,"Madhya pradesh, 20 years",7,No,,No,,अजकल बाजार में प्रतियोगिता सख़्त होती जा रही है।,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),दुष्कर,कठिन (difficult)कठिन (difficult)कठिन (difficult)कठिन (difficult),विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),Nil,विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product)विक्रय की वस्तु (product),Nil,Nil,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),Nil,चलती है (operated)चलती है (operated)चलती है (operated)चलती है (operated),खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),Nil,खींचना (to drag)खींचना (to drag)खींचना (to drag)खींचना (to drag),Nil,Nil,प्राचीन (ancient)प्राचीन (ancient)प्राचीन (ancient)प्राचीन (ancient),प्राचीन (ancient)प्राचीन (ancient)प्राचीन (ancient)प्राचीन (ancient),उन्मुक्त,Nil,hairan (surprised),,Nil,hairan (surprised),nidar (fearless),Nil,nidar (fearless),sabse achcha (best),Nil,sabse achcha (best),Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
